movie1,movie2,weight
dial m for murder (1954),manhattan (1979),5
dial m for murder (1954),"matrix, the (1999)",2
dial m for murder (1954),men in black (a.k.a. mib) (1997),2
dial m for murder (1954),modern times (1936),2
dial m for murder (1954),notting hill (1999),2
dial m for murder (1954),rebecca (1940),4
dial m for murder (1954),richard iii (1995),2
dial m for murder (1954),sunset blvd. (a.k.a. sunset boulevard) (1950),2
dial m for murder (1954),vertigo (1958),8
dial m for murder (1954),witness (1985),2
dick tracy (1990),dr. strangelove or: how i learned to stop worrying and love the bomb (1964),2
dick tracy (1990),fargo (1996),2
dick tracy (1990),"godfather, the (1972)",3
dick tracy (1990),"godfather: part ii, the (1974)",3
dick tracy (1990),"hunt for red october, the (1990)",2
dick tracy (1990),patriot games (1992),2
dick tracy (1990),schindler's list (1993),2
dick tracy (1990),"silence of the lambs, the (1991)",2
dick tracy (1990),star wars: episode iv - a new hope (1977),2
dick tracy (1990),star wars: episode v - the empire strikes back (1980),3
dick tracy (1990),taxi driver (1976),2
dick tracy (1990),vertigo (1958),2
"dirty dozen, the (1967)",doctor zhivago (1965),3
"dirty dozen, the (1967)",e.t. the extra-terrestrial (1982),2
"dirty dozen, the (1967)","english patient, the (1996)",2
"dirty dozen, the (1967)",face/off (1997),2
"dirty dozen, the (1967)",fargo (1996),2
"dirty dozen, the (1967)",from here to eternity (1953),3
"dirty dozen, the (1967)","game, the (1997)",3
"dirty dozen, the (1967)",gaslight (1944),2
"dirty dozen, the (1967)","godfather: part ii, the (1974)",3
"dirty dozen, the (1967)","good morning, vietnam (1987)",2
"dirty dozen, the (1967)","graduate, the (1967)",2
"dirty dozen, the (1967)","hunt for red october, the (1990)",4
"dirty dozen, the (1967)",jurassic park (1993),3
"dirty dozen, the (1967)","killing fields, the (1984)",2
"dirty dozen, the (1967)","maltese falcon, the (1941)",2
"dirty dozen, the (1967)",manhattan (1979),2
"dirty dozen, the (1967)","mask, the (1994)",2
"dirty dozen, the (1967)","matrix, the (1999)",5
"dirty dozen, the (1967)",men in black (a.k.a. mib) (1997),2
"dirty dozen, the (1967)",mission: impossible (1996),2
"dirty dozen, the (1967)",notting hill (1999),2
"dirty dozen, the (1967)",patriot games (1992),4
"dirty dozen, the (1967)",platoon (1986),2
"dirty dozen, the (1967)",psycho (1960),3
"dirty dozen, the (1967)","rock, the (1996)",3
"dirty dozen, the (1967)",schindler's list (1993),4
"dirty dozen, the (1967)","silence of the lambs, the (1991)",2
"dirty dozen, the (1967)",star wars: episode iv - a new hope (1977),3
"dirty dozen, the (1967)",star wars: episode v - the empire strikes back (1980),3
"dirty dozen, the (1967)",star wars: episode vi - return of the jedi (1983),4
"dirty dozen, the (1967)",strictly ballroom (1992),2
"dirty dozen, the (1967)",taxi driver (1976),2
"dirty dozen, the (1967)",terminator 2: judgment day (1991),3
"dirty dozen, the (1967)","thin red line, the (1998)",3
"dirty dozen, the (1967)","thomas crown affair, the (1999)",2
"dirty dozen, the (1967)",who framed roger rabbit? (1988),2
doctor zhivago (1965),dr. strangelove or: how i learned to stop worrying and love the bomb (1964),2
doctor zhivago (1965),e.t. the extra-terrestrial (1982),2
doctor zhivago (1965),"english patient, the (1996)",3
doctor zhivago (1965),face/off (1997),2
doctor zhivago (1965),fargo (1996),2
doctor zhivago (1965),"french connection, the (1971)",2
doctor zhivago (1965),from here to eternity (1953),4
doctor zhivago (1965),"game, the (1997)",2
doctor zhivago (1965),gaslight (1944),2
doctor zhivago (1965),"godfather, the (1972)",4
doctor zhivago (1965),"godfather: part ii, the (1974)",2
doctor zhivago (1965),goldeneye (1995),2
doctor zhivago (1965),"good morning, vietnam (1987)",2
doctor zhivago (1965),"graduate, the (1967)",3
doctor zhivago (1965),"hunt for red october, the (1990)",3
doctor zhivago (1965),independence day (a.k.a. id4) (1996),2
doctor zhivago (1965),jfk (1991),2
doctor zhivago (1965),jurassic park (1993),2
doctor zhivago (1965),"killing fields, the (1984)",2
doctor zhivago (1965),l.a. confidential (1997),3
doctor zhivago (1965),"maltese falcon, the (1941)",3
doctor zhivago (1965),manhattan (1979),2
doctor zhivago (1965),"mask, the (1994)",2
doctor zhivago (1965),"matrix, the (1999)",3
doctor zhivago (1965),men in black (a.k.a. mib) (1997),2
doctor zhivago (1965),mission: impossible (1996),2
doctor zhivago (1965),notting hill (1999),2
doctor zhivago (1965),patriot games (1992),2
doctor zhivago (1965),platoon (1986),2
doctor zhivago (1965),psycho (1960),3
doctor zhivago (1965),rear window (1954),4
doctor zhivago (1965),saving private ryan (1998),3
doctor zhivago (1965),schindler's list (1993),4
doctor zhivago (1965),"silence of the lambs, the (1991)",4
doctor zhivago (1965),star wars: episode iv - a new hope (1977),3
doctor zhivago (1965),star wars: episode v - the empire strikes back (1980),3
doctor zhivago (1965),star wars: episode vi - return of the jedi (1983),3
doctor zhivago (1965),taxi driver (1976),3
doctor zhivago (1965),"thin red line, the (1998)",2
doctor zhivago (1965),"thomas crown affair, the (1999)",2
doctor zhivago (1965),tomorrow never dies (1997),2
doctor zhivago (1965),vertigo (1958),2
doctor zhivago (1965),who framed roger rabbit? (1988),2
dr. strangelove or: how i learned to stop worrying and love the bomb (1964),face/off (1997),7
dr. strangelove or: how i learned to stop worrying and love the bomb (1964),"french connection, the (1971)",5
dr. strangelove or: how i learned to stop worrying and love the bomb (1964),from here to eternity (1953),2
dr. strangelove or: how i learned to stop worrying and love the bomb (1964),"game, the (1997)",13
dr. strangelove or: how i learned to stop worrying and love the bomb (1964),gaslight (1944),2
dr. strangelove or: how i learned to stop worrying and love the bomb (1964),goldeneye (1995),20
dr. strangelove or: how i learned to stop worrying and love the bomb (1964),"good morning, vietnam (1987)",3
dr. strangelove or: how i learned to stop worrying and love the bomb (1964),manhattan (1979),9
dr. strangelove or: how i learned to stop worrying and love the bomb (1964),"mask, the (1994)",20
dr. strangelove or: how i learned to stop worrying and love the bomb (1964),patriot games (1992),3
dr. strangelove or: how i learned to stop worrying and love the bomb (1964),rebecca (1940),6
dr. strangelove or: how i learned to stop worrying and love the bomb (1964),repulsion (1965),2
dr. strangelove or: how i learned to stop worrying and love the bomb (1964),"rock, the (1996)",18
dr. strangelove or: how i learned to stop worrying and love the bomb (1964),sunset blvd. (a.k.a. sunset boulevard) (1950),12
dr. strangelove or: how i learned to stop worrying and love the bomb (1964),"thomas crown affair, the (1999)",4
dr. strangelove or: how i learned to stop worrying and love the bomb (1964),"three musketeers, the (1993)",6
dr. strangelove or: how i learned to stop worrying and love the bomb (1964),time bandits (1981),3
dr. strangelove or: how i learned to stop worrying and love the bomb (1964),tomorrow never dies (1997),3
dr. strangelove or: how i learned to stop worrying and love the bomb (1964),who framed roger rabbit? (1988),6
dr. strangelove or: how i learned to stop worrying and love the bomb (1964),witness (1985),4
e.t. the extra-terrestrial (1982),"english patient, the (1996)",11
e.t. the extra-terrestrial (1982),face/off (1997),19
e.t. the extra-terrestrial (1982),"french connection, the (1971)",3
e.t. the extra-terrestrial (1982),"game, the (1997)",12
e.t. the extra-terrestrial (1982),goldeneye (1995),23
e.t. the extra-terrestrial (1982),"good morning, vietnam (1987)",2
e.t. the extra-terrestrial (1982),jfk (1991),2
e.t. the extra-terrestrial (1982),lethal weapon 4 (1998),2
e.t. the extra-terrestrial (1982),manhattan (1979),2
e.t. the extra-terrestrial (1982),modern times (1936),2
e.t. the extra-terrestrial (1982),patriot games (1992),3
e.t. the extra-terrestrial (1982),rear window (1954),19
e.t. the extra-terrestrial (1982),rebecca (1940),4
e.t. the extra-terrestrial (1982),strictly ballroom (1992),3
e.t. the extra-terrestrial (1982),sunset blvd. (a.k.a. sunset boulevard) (1950),4
e.t. the extra-terrestrial (1982),"thin red line, the (1998)",2
e.t. the extra-terrestrial (1982),"third man, the (1949)",4
e.t. the extra-terrestrial (1982),"thomas crown affair, the (1999)",2
e.t. the extra-terrestrial (1982),time bandits (1981),2
e.t. the extra-terrestrial (1982),vertigo (1958),14
e.t. the extra-terrestrial (1982),witness (1985),6
"english patient, the (1996)",face/off (1997),8
"english patient, the (1996)",from here to eternity (1953),3
"english patient, the (1996)",full metal jacket (1987),5
"english patient, the (1996)","game, the (1997)",3
"english patient, the (1996)","godfather, the (1972)",10
"english patient, the (1996)","godfather: part ii, the (1974)",6
"english patient, the (1996)",goldeneye (1995),7
"english patient, the (1996)","good morning, vietnam (1987)",2
"english patient, the (1996)","graduate, the (1967)",7
"english patient, the (1996)","killing fields, the (1984)",4
"english patient, the (1996)","maltese falcon, the (1941)",3
"english patient, the (1996)",manhattan (1979),2
"english patient, the (1996)","mask, the (1994)",7
"english patient, the (1996)","matrix, the (1999)",4
"english patient, the (1996)",patriot games (1992),3
"english patient, the (1996)",platoon (1986),8
"english patient, the (1996)",richard iii (1995),2
"english patient, the (1996)",saving private ryan (1998),7
"english patient, the (1996)",smilla's sense of snow (1997),3
"english patient, the (1996)",taxi driver (1976),8
"english patient, the (1996)","thin red line, the (1998)",3
"english patient, the (1996)","third man, the (1949)",2
"english patient, the (1996)","thomas crown affair, the (1999)",2
"english patient, the (1996)","three musketeers, the (1993)",4
"english patient, the (1996)",tomorrow never dies (1997),2
"english patient, the (1996)",vertigo (1958),5
"english patient, the (1996)",who framed roger rabbit? (1988),2
"english patient, the (1996)",witness (1985),4
everest (1998),fargo (1996),3
everest (1998),"french connection, the (1971)",2
everest (1998),"godfather, the (1972)",2
everest (1998),"godfather: part ii, the (1974)",2
everest (1998),"hunt for red october, the (1990)",2
everest (1998),l.a. confidential (1997),2
everest (1998),"maltese falcon, the (1941)",3
everest (1998),manhattan (1979),2
everest (1998),"matrix, the (1999)",2
everest (1998),notting hill (1999),2
everest (1998),psycho (1960),2
everest (1998),rear window (1954),3
everest (1998),schindler's list (1993),2
everest (1998),"silence of the lambs, the (1991)",3
everest (1998),sunset blvd. (a.k.a. sunset boulevard) (1950),2
everest (1998),"thomas crown affair, the (1999)",2
everest (1998),"three musketeers, the (1993)",2
everest (1998),vertigo (1958),2
face/off (1997),fargo (1996),15
face/off (1997),from here to eternity (1953),2
face/off (1997),full metal jacket (1987),13
face/off (1997),"game, the (1997)",9
face/off (1997),"good morning, vietnam (1987)",2
face/off (1997),"graduate, the (1967)",4
face/off (1997),henry v (1989),3
face/off (1997),"hunt for red october, the (1990)",12
face/off (1997),"killing fields, the (1984)",2
face/off (1997),l.a. confidential (1997),8
face/off (1997),"maltese falcon, the (1941)",2
face/off (1997),patriot games (1992),4
face/off (1997),platoon (1986),11
face/off (1997),psycho (1960),7
face/off (1997),rear window (1954),6
face/off (1997),schindler's list (1993),16
face/off (1997),smilla's sense of snow (1997),2
face/off (1997),sunset blvd. (a.k.a. sunset boulevard) (1950),2
face/off (1997),taxi driver (1976),12
face/off (1997),"thin red line, the (1998)",3
face/off (1997),"third man, the (1949)",2
face/off (1997),"three musketeers, the (1993)",5
face/off (1997),vertigo (1958),5
face/off (1997),who framed roger rabbit? (1988),5
face/off (1997),witness (1985),3
fargo (1996),"french connection, the (1971)",5
fargo (1996),from here to eternity (1953),2
fargo (1996),"game, the (1997)",15
fargo (1996),gaslight (1944),2
fargo (1996),"good morning, vietnam (1987)",5
fargo (1996),lesson faust (1994),2
fargo (1996),lethal weapon 4 (1998),3
fargo (1996),lord of the flies (1963),2
fargo (1996),manhattan (1979),10
fargo (1996),patriot games (1992),2
fargo (1996),rebecca (1940),7
fargo (1996),repulsion (1965),2
fargo (1996),richard iii (1995),4
fargo (1996),sunset blvd. (a.k.a. sunset boulevard) (1950),13
fargo (1996),"thomas crown affair, the (1999)",4
fargo (1996),time bandits (1981),4
fargo (1996),tomorrow never dies (1997),4
fargo (1996),witness (1985),7
"french connection, the (1971)",full metal jacket (1987),2
"french connection, the (1971)","game, the (1997)",2
"french connection, the (1971)","godfather: part ii, the (1974)",6
"french connection, the (1971)",goldeneye (1995),2
"french connection, the (1971)","graduate, the (1967)",3
"french connection, the (1971)","hunt for red october, the (1990)",4
"french connection, the (1971)",independence day (a.k.a. id4) (1996),3
"french connection, the (1971)",jurassic park (1993),5
"french connection, the (1971)","killing fields, the (1984)",3
"french connection, the (1971)",l.a. confidential (1997),3
"french connection, the (1971)","maltese falcon, the (1941)",3
"french connection, the (1971)",manhattan (1979),4
"french connection, the (1971)","matrix, the (1999)",5
"french connection, the (1971)",men in black (a.k.a. mib) (1997),6
"french connection, the (1971)",mission: impossible (1996),3
"french connection, the (1971)",modern times (1936),2
"french connection, the (1971)",psycho (1960),4
"french connection, the (1971)",rear window (1954),4
"french connection, the (1971)",rebecca (1940),2
"french connection, the (1971)",saving private ryan (1998),5
"french connection, the (1971)",schindler's list (1993),6
"french connection, the (1971)","silence of the lambs, the (1991)",8
"french connection, the (1971)",star wars: episode iv - a new hope (1977),3
"french connection, the (1971)",star wars: episode v - the empire strikes back (1980),3
"french connection, the (1971)",star wars: episode vi - return of the jedi (1983),3
"french connection, the (1971)",sunset blvd. (a.k.a. sunset boulevard) (1950),2
"french connection, the (1971)",taxi driver (1976),5
"french connection, the (1971)",terminator 2: judgment day (1991),4
"french connection, the (1971)","thomas crown affair, the (1999)",2
"french connection, the (1971)",vertigo (1958),4
"french connection, the (1971)",witness (1985),2
from here to eternity (1953),"game, the (1997)",2
from here to eternity (1953),gaslight (1944),2
from here to eternity (1953),"godfather, the (1972)",2
